cv_id,jd_id,cv_jd_similarity,cv_skill,jd_requirement,skill_requirement_similarity,ai_prediction,__index_level_0__,cv_final,jd_final
cv_d28fb47294faffcb659ae4bf110aec8b.txt,ed4ac9ef-2045-41b7-8a1e-eea0c4229acc,0.82014394,"Programming languages: Java, Javascript, Jquery, HTML/CSS","HTML, CSS, Javascript, JQuery, Bootstrap,...",0.75140125,1,5550,programming language java javascript jquery html cs,html cs javascript jquery bootstrap
cv_775fe213072ca99bf34f7980ec11becf.txt,d5379c2e-f345-4505-accb-ea77ba91c566,0.7895176,"Good in using AI programing support libraries such as: Tensorflow, Keras, Pytorch, Scikit-learn","Familiarity with machine learning frameworks such as TensorFlow, PyTorch, or scikit-learn.",0.78201824,1,5378,good using artificial intelligence programing support library tensorflow kera pytorch scikit learn,familiarity machine learning framework tensorflow pytorch scikit learn
cv_a41d2bf3decb81f526eead071bc83404.txt,5d2d9e22-77da-4f16-9cd5-b6ceff2bf823,0.80565673,Strong ability to comprehend technical English documents Passionate about learning and exploring new knowledge,Strong analytical skills and mindset.,0.71626484,0,43254,strong ability comprehend technical english document passionate learning exploring new knowledge,strong analytical skill mindset
cv_dc352e47b1f88ccf9daf26d32053cdcc.txt,347f5cf4-eedd-43c9-ab30-336d277d4999,0.7775497,Proficient in using inspection tools and measurement equipment,"Strong knowledge of quality models and frameworks such as CMMI, ISO 9001, or Agile methodologies.",0.6261612,0,53541,proficient using inspection tool measurement equipment,strong knowledge quality model framework cmmi iso 9001 agile methodology
cv_808aea70c6fa5f7d9a7c6de855e7eaf9.txt,5e8bc0c1-f410-40ff-a89b-58a4e4303d08,0.7707582,Experience with programming languages,"Nodejs: Worked with popular frameworks and libraries of Nodejs, Express, and Middleware + Working fluently with PostgreSQL and REST API.",0.56379104,1,5969,experience programming language,node worked popular framework library node express middleware working fluently postgresql rest api
cv_febc24cf7c6996b812b62a83ec513829.txt,7e64cfd8-b406-49cc-b86c-10bddc97bd4b,0.8525729,"Experienced in various testing types including Integration testing ,Regression Testing, and Functional Testing","Proficiency in Microsoft Office applications (Word, Excel, Outlook).",0.59688675,0,27310,experienced various testing type including integration testing regression testing functional testing,proficiency microsoft office application word excel outlook
cv_8a91b9a943eadb2332d75ab546c6f674.txt,e1339707-4af0-4e0f-96de-7e7dc60b0a01,0.8004876,Strong communication skills and ability to quickly grasp business requirements,"Enthusiastic, responsible, willing to learn new things and ability to work under pressure, available to work at any time",0.69000816,1,51901,strong communication skill ability quickly grasp business requirement,enthusiastic responsible willing learn new thing ability work pressure available work time
cv_093d934e0ebd1a46a81b8aee74251516.txt,690df3b1-0685-440c-9381-dc340a0b254e,0.82360554,Proficient in using the Vue framework,Familiarity with REST APIs and how to build and consume them.,0.5723106,0,42700,proficient using vue framework,familiarity rest apis build consume
cv_0637582f81d448b243a09a23b355016e.txt,03ae8043-a652-4bef-9f12-c03e15aa773e,0.84437215,Experience in project management and team leadership,Experience working with companies/organizations developing SDKs or cross-platform frameworks.,0.6780766,0,15032,experience project management team leadership,experience working company organization developing sdks cross platform framework
cv_b38f9fa98aa200ee321e3357ccec5e42.txt,806a6a9e-4666-4f79-9016-ee2cf622d0ab,0.8007607,Have knowledge of algorithms,Experienced in Spring Boot for application configuration,0.5696622,0,10846,knowledge algorithm,experienced spring boot application configuration
cv_1212912eef6f75f1f969c4a08d870cc7.txt,54d0594a-d3a8-4679-a6f3-bf7d842fad2d,0.8014939,"Solid understanding of software testing processes: Manual Testing, STLC, Functional, Regression, UI testing, and API testing","Proficient in integration, performance, and security testing, with Agile/Scrum knowledge.",0.612641,1,26388,solid understanding software testing process manual testing stlc functional regression ui testing api testing,proficient integration performance security testing agile scrum knowledge
cv_ef3941ba89643ff64d3f7ccb20d17e91.txt,49d4a78c-7c45-4d4a-a45b-304a23f6c791,0.8143861,"A versatile generalist knowledgable in UI design, Game design, Graphic Design, coding and 3D modeling",Strong design sense with logical thinking and the ability to independently make design proposals.,0.60547435,1,20776,versatile generalist knowledgable ui design game design graphic design coding 3d modeling,strong design sense logical thinking ability independently make design proposal
cv_6f72ff0482d5ef3c032f0745eaae7ec0.txt,e5754343-b7e0-407b-bebe-67c93304af01,0.8086981,"Experienced with Git (GitHub, GitLab) for version control and collaborative development, and familiar with Jenkins for continuous integration and deployment workflows",Experience with containerization tools like Docker.,0.6456345,1,42305,experienced git github gitlab version control collaborative development familiar jenkins continuous integration deployment workflow,experience containerization tool like docker
cv_d8d34773594814f3cb3f1e458eb3b769.txt,690df3b1-0685-440c-9381-dc340a0b254e,0.814296,"ReactJS, NestJS, Django","Familiarity with front-end frameworks, particularly ReactJS.",0.64254457,1,47177,react nestjs django,familiarity front end framework particularly react
cv_2ce253ad8b26af9dbec459c49d4c71a9.txt,3d4a3bc9-3c09-425e-be96-007908a9b6de,0.8246582,Quickly learn and adapt to new technologies,Be proactive and responsible at work.,0.5707239,1,34525,quickly learn adapt new technology,proactive responsible work
cv_e03b3a8bfea6fed4035a3c56c11b961b.txt,aadf732f-e837-4da3-8f82-970b2d9728fc,0.8169085,"Proficient in the use of office computer tools: Word, Excel, PowerPoint",Good English communication skills.,0.6249112,0,51067,proficient use office computer tool word excel powerpoint,good english communication skill
cv_cd9d77024787f753bf607150ec7ef78b.txt,8dcd6318-0bc0-4fdf-b2d6-f74ca60c6332,0.76758033,Experience in database management systems such as SQL Server and Azure Data Studio,Experience with cross-functional interaction and the ability to communicate comfortably in business terms,0.5617897,0,653,experience database management system sql server azure data studio,experience cross functional interaction ability communicate comfortably business term
cv_ed1f122be8e9a29133cb94eb302d3585.txt,31e715fb-f8a5-488e-8c08-0ea84fe95715,0.7832008,"HTML, CSS, JavaScript, Bootstrap, jQuery, AJAX, TailwindCSS, React, TypeScript, Open-Source, DevExpress, etc","Công nghệ: Redux, NodeJS, Asynchronous, Non Blocking IO, BigData, Full-Text Search, Single Sign On, Database Partitioning, Multi Tenancy, Apache Kafka, Redis.",0.6283935,0,12316,html cs javascript bootstrap jquery ajax tailwindcss react typescript open source devexpress etc,công nghệ redux node asynchronous non blocking io bigdata full text search single sign database partitioning multi tenancy apache kafka redis
cv_4f106ecc9fb592d3639dd8b4d231eab9.txt,321fe882-aab3-49ab-8083-03181a43a2fc,0.8168389,"I have skills in working with popular database management systems such as MySQL, SQL Server, Oracle, and MongoDB. I am proficient in designing databases, writing complex queries, and optimizing performance. I also have experience working with the basic features of each database management system","Knowledge of database management systems such as MongoDB, PostgreSQL, or MySQL.",0.8199025,1,21036,skill working popular database management system mysql sql server oracle mongodb proficient designing database writing complex query optimizing performance also experience working basic feature database management system,knowledge database management system mongodb postgresql mysql
cv_02bfa88dc7467f6d741e0f80ceabba26.txt,81221cb7-a0f5-4b53-8bc1-1fa47927dfd2,0.813712,"Skilled in designing and implementing RESTful APIs using .NET, with a strong understanding of HTTP methods, routing, authentication, and authorization","Hands-on experience with SQL Server, database design, and writing complex queries.",0.58270764,0,47347,skilled designing implementing restful apis using dotnet strong understanding http method routing authentication authorization,hand experience sql server database design writing complex query
cv_11c2f8e8644f237237f7807d19f66444.txt,7bebdb63-9833-4555-afa5-200faa523075,0.8552346,"Business Analysis: Proficient in creating requirements documents (SRS, SDS, URD) and designing UML diagrams for process visualization",Have experience in ERP,0.56492835,0,21277,business analysis proficient creating requirement document sr sd urd designing uml diagram process visualization,experience erp
cv_dd516c25691f6cc632aa945b79bdd9d7.txt,83f8ea0a-b679-419d-a68b-0f7faafbe001,0.76160383,"Containerization: Docker, Docker Compose",Experience with DevOps tools like Docker/Kubernetes.,0.618484,1,6689,containerization docker docker compose,experience devops tool like docker kubernetes
cv_35e2fbaebbaa13ce349322385d653f14.txt,56691e4b-c542-4eb9-9ffc-e7e9af083b4f,0.81171626,Ability to self-study and apply new knowledge and technology in work,"Comfortable working in a dynamic, research-oriented environment with multiple concurrent projects.",0.56099546,1,620,ability self study apply new knowledge technology work,comfortable working dynamic research oriented environment multiple concurrent project
cv_17c776251aeeddc5be116e3040bdb49c.txt,58507ae8-f736-4a4d-b5b2-85e535fb0dd3,0.76862085,"Familiar with tools like Jenkins, Docker","Good logical thinking, capable of system design.",0.5704788,0,16507,familiar tool like jenkins docker,good logical thinking capable system design
cv_faa4860ac47d5e9e6b33cf6b0549a9bf.txt,b9631f5a-4e84-4502-bd1f-5ed0040bc207,0.8504955,"Skilled in backend development using Node.js and Express.js, with experience in building RESTful APIs, handling authentication, and integrating databases",", Express.js, and asynchronous programming.",0.6544181,1,1641,skilled backend development using node javascript express javascript experience building restful apis handling authentication integrating database,express javascript asynchronous programming
cv_ae5b5cb31c862602e4d305d4cfbe0bd6.txt,b5b6945e-88d8-4530-9fe6-51a748170ca2,0.8134132,"Solid understanding of UI components (Activity, Fragment) and UI layouts (RecyclerView, RelativeLayout, LinearLayout, MotionLayout)",Experience with RESTful APIs and third-party libraries.,0.55224055,0,3267,solid understanding ui component activity fragment ui layout recyclerview relativelayout linearlayout motionlayout,experience restful apis third party library
cv_4753b2dcbff32dbd952e5720536ff1bc.txt,a8789cbc-67e9-4b8c-8ce4-c4720353d026,0.7558653,"Skilled in Unity and C# programming languages, with expertise in gameplay, AI, and integrating assets into games",Your Skills and Experience:,0.5649812,0,5746,skilled unity csharp programming language expertise gameplay artificial intelligence integrating asset game,skill experience
cv_4f7edca4671c86579fbf3d9da3a5e9a7.txt,09de8a9a-6860-434c-8fa6-3dd2971a882f,0.8332398,"Experienced in using integrated development environments, with a specific focus on Xcode for the design and development of iOS applications",Knowledge of RxSwift and Combine is a plus.,0.550681,0,40360,experienced using integrated development environment specific focus xcode design development io application,knowledge rxswift combine plus
cv_6265a255d8393d25345cb29d2e49ca9b.txt,806a6a9e-4666-4f79-9016-ee2cf622d0ab,0.7539712,"I have basic knowledge of designing relational database, oop",Experienced in Spring Boot for application configuration,0.60252696,0,24398,basic knowledge designing relational database oop,experienced spring boot application configuration
cv_d9fceea2ad755567a562d7d4f8a80ec8.txt,1cb0b984-691a-412e-aa20-6d52999fd9d9,0.8207158,Basic English communication skills,Basic level of HTML / CSS coding web skills,0.68323183,0,24494,basic english communication skill,basic level html cs coding web skill
cv_47a04be4473c5272a5de06607d50a3aa.txt,690df3b1-0685-440c-9381-dc340a0b254e,0.8490193,"Solid foundational knowledge of backend languages like Python, Nodejs using Nestjs, JavaScript, TypeScript, along with hands-on experience working with them","Knowledge of version control systems, especially Git.",0.58280593,0,6601,solid foundational knowledge backend language like python node using nestjs javascript typescript along hand experience working,knowledge version control system especially git
cv_6357b72a66fb958e3eed7f9b6c25ad7f.txt,43a4c337-c07b-4771-af5d-a6e49c93c5b7,0.87110835,"Proficient in programming languages: SQL, Oracle, C","Experience in using NoSQL such as Redis, Cassandra;",0.61372113,0,7422,proficient programming language sql oracle,experience using nosql redis cassandra
cv_260e0447d46110a213aa9d856554c7be.txt,ff1a0d1a-8839-46db-a20d-c54a4edc8016,0.7649998,Tech enthusiast with a strong desire to learn and innovate,Having excellent problem-solving and analytical skills.,0.67335975,1,30495,tech enthusiast strong desire learn innovate,excellent problem solving analytical skill
cv_7b2bc92dcfae1addc0602308f0107abf.txt,b3cf46e4-6cdc-4bd7-9078-8a27a425b5c0,0.7833005,"Skilled in planning, executing, and closing projects to meet goals within scope and time contraints (Scrum framework)","Experience working with Agile methodology and project/test management tools (Jira, Confluence, TestRail)",0.5550312,1,44806,skilled planning executing closing project meet goal within scope time contraints scrum framework,experience working agile methodology project test management tool jira confluence testrail
cv_9e6989a5a134c5a38ab39bfc2c90b3ca.txt,ea7be9b3-a880-49ef-ae71-246c8d76fcfe,0.77776337,"Soft Skills: Problem Solving, Communication, Teamwork, Adaptability",Knowledge of software design patterns and principles.,0.5701341,0,38210,soft skill problem solving communication teamwork adaptability,knowledge software design pattern principle
cv_093d934e0ebd1a46a81b8aee74251516.txt,690df3b1-0685-440c-9381-dc340a0b254e,0.82360554,Knowledge and proficient in using Docker and Docker Compose in projects,Familiarity with REST APIs and how to build and consume them.,0.5749123,0,42712,knowledge proficient using docker docker compose project,familiarity rest apis build consume
cv_748e506b483081e256bdfa02399e1810.txt,e5754343-b7e0-407b-bebe-67c93304af01,0.7651499,"Proficient in object-oriented programming and backend development using the Spring ecosystem. Built RESTful APIs with Spring Boot, applied MVC architecture, and developed server-rendered views using JSP and Thymeleaf. Solid understanding of OOP principles, layered architecture, and database integration","Skilled in AWS, GCP, Azure, and Kubernetes (K8s); experienced in designing and deploying cloud-native applications and managing containerized environments.",0.6683246,0,2325,proficient object oriented programming backend development using spring ecosystem built restful apis spring boot applied mvc architecture developed server rendered view using jsp thymeleaf solid understanding oop principle layered architecture database integration,skilled amazon web service google cloud platform azure kubernetes k8s experienced designing deploying cloud native application managing containerized environment
cv_775fe213072ca99bf34f7980ec11becf.txt,d5379c2e-f345-4505-accb-ea77ba91c566,0.7895176,"Management plan skills: make plan and control project by master plan, detail plan",Analytical thinking and problem-solving abilities.,0.5695752,0,5406,management plan skill make plan control project master plan detail plan,analytical thinking problem solving ability
cv_0c1e26caf95cda3d38ef02a4e5ec584c.txt,e31d3beb-2a0f-4a01-b2a3-841bb6f7eb70,0.8020176,Always try to catch-up with new technologies and imporve English in free time,Keep a high teamwork spirit,0.62241465,0,40529,always try catch new technology imporve english free time,keep high teamwork spirit
cv_4291248ec0a3bfaa8a447bb69f444648.txt,63859866-76f1-48ff-a94c-ea6bcde7bf78,0.7551502,Able to communicate effectively with team members and stakeholders,Willingness to travel for business trips when required.,0.59680724,1,31004,able communicate effectively team member stakeholder,willingness travel business trip required
cv_80f4534cc29bc2f0908bfde90ed6b386.txt,cc97c5f6-5052-4490-8afa-388ec5efe58f,0.76328903,Communication & Active Listening,Excellent verbal and written communication skills in English;,0.5938997,1,52882,communication active listening,excellent verbal written communication skill english
cv_26288a81a09c15ff71ffade1930f40bd.txt,e31d3beb-2a0f-4a01-b2a3-841bb6f7eb70,0.79852843,"Ability to think, proactive at work",Ability to work effectively both independently and as part of a team,0.766158,1,2465,ability think proactive work,ability work effectively independently part team
cv_28848f37fab38d8baddd155cb75b2794.txt,85d22047-51c9-4fc5-b268-acbc77fefef5,0.7617651,Deconstructing and developing game systems to leverage all game resources,Good understanding of the market and target audience of Mobile Video Games and PC/Console Games.,0.5803855,0,37433,deconstructing developing game system leverage game resource,good understanding market target audience mobile video game pc console game
cv_5dd86e205aa5a106e176d896c81b3f39.txt,cc97c5f6-5052-4490-8afa-388ec5efe58f,0.76583076,"Basic knowledge of Business analysis, analyzing user requirements Knowledge of Requirement analysis: CRUD, IO FLOW",Experience with business analysis methodologies and tools;,0.63109314,1,33550,basic knowledge business analysis analyzing user requirement knowledge requirement analysis crud io flow,experience business analysis methodology tool
cv_ebc598945c211f99a04332db29b9c777.txt,3d4a3bc9-3c09-425e-be96-007908a9b6de,0.8060365,"Frameworks and Tools: Spring, Hibernate, GitLab","Developed based on Spring, Spring Boot F/W, Spring MVC...",0.6401839,1,42125,framework tool spring hibernate gitlab,developed based spring spring boot spring mvc
cv_9d81ac7813294361e90a0a991f4a395b.txt,24896f2e-4cf8-4060-93d7-6974f8f0d469,0.8467636,"User interface design, user behavior research. Good at using Figma",Good use of layout and color skills.,0.6176387,1,7857,user interface design user behavior research good using figma,good use layout color skill
cv_113b2207d509347d90bc0b42f8c2ceae.txt,d5379c2e-f345-4505-accb-ea77ba91c566,0.8315363,"Research skill: Strong ability to read, analyze, and synthesize technical papers in computer vision and machine learning",Analytical thinking and problem-solving abilities.,0.6562911,1,8145,research skill strong ability read analyze synthesize technical paper computer vision machine learning,analytical thinking problem solving ability
cv_1a68295e7780eb4cd105b578120669c0.txt,b633c89a-1469-4554-b0c6-e62af52c2fcb,0.7770716,Communication: Able to clearly explain the problem to other teammates,Experience in improving application performance is big plus,0.55778795,0,44641,communication able clearly explain problem teammate,experience improving application performance big plus
cv_4f7edca4671c86579fbf3d9da3a5e9a7.txt,09de8a9a-6860-434c-8fa6-3dd2971a882f,0.8332398,"Proficient in using reactive programming paradigms for iOS development, particularly with frameworks like RxSwift and Combine","Solid knowledge of data structures, algorithms, and object-oriented programming.",0.568643,0,40352,proficient using reactive programming paradigm io development particularly framework like rxswift combine,solid knowledge data structure algorithm object oriented programming
cv_08f1fb9d1eb37afe021c767eba42b9ab.txt,eeb7d740-51b1-4d8d-83f1-8875d1d46f98,0.845299,Good verbal communication & ability to host a meeting with project stakeholders,"Project management certifications (ACP, PMP, PSM) are a plus.",0.62112284,0,22301,good verbal communication ability host meeting project stakeholder,project management certification acp pmp psm plus
cv_8197670fc5db3961ae158677c5ccacf9.txt,e1339707-4af0-4e0f-96de-7e7dc60b0a01,0.7864127,Familiar with Agile/Scrum methodology effectively collaborate with AI tools strong communication and teamwork skills adaptability continuous learning mindset problem-solving abilities and critical thinking,"Enthusiastic, responsible, willing to learn new things and ability to work under pressure, available to work at any time",0.64954734,1,26887,familiar agile scrum methodology effectively collaborate artificial intelligence tool strong communication teamwork skill adaptability continuous learning mindset problem solving ability critical thinking,enthusiastic responsible willing learn new thing ability work pressure available work time
cv_4a7d5d813468393e3805285c935f3fe9.txt,c19ee755-2085-4f7d-95b2-15952d09ec76,0.79504174,"Frontend: HTML, CSS, JavaScript, Bootstrap, ReactJS","Familiarity with one or more JavaScript frameworks (e.g. Angular,Vue2/3, React,...) is an advantage",0.6436805,1,3571,frontend html cs javascript bootstrap react,familiarity one javascript framework angular vue2 react advantage
cv_5a248e05e7dd4d9eb840cf411a90bd80.txt,c19ee755-2085-4f7d-95b2-15952d09ec76,0.7566197,"Frameworks & Libraries: Laravel, NestJS, Angular, Bootstrap","Familiarity with databases (e.g. MySQL, PostgreSQL, MongoDB...)",0.5646378,0,49134,framework library laravel nestjs angular bootstrap,familiarity database mysql postgresql mongodb
cv_ae5b5cb31c862602e4d305d4cfbe0bd6.txt,b5b6945e-88d8-4530-9fe6-51a748170ca2,0.8134132,"Strong knowledge and hands-on experience with architectural patterns including MVP, MVVM, MVC, and Clean Architecture",Ability to work independently and collaborate with the team.,0.58040905,0,3297,strong knowledge hand experience architectural pattern including mvp mvvm mvc clean architecture,ability work independently collaborate team
cv_1186bf439714d138ad0505c3f1118204.txt,3ab19875-51d3-4f0d-976f-a7d969bea3d7,0.78076506,"SQL Server, Navicat Git, Visual Studio Code","Solid understanding of SQL, databases, and various data management tools.",0.56771696,1,33099,sql server navicat git visual studio code,solid understanding sql database various data management tool
cv_7f05ccd94bdb1644413d335154729b36.txt,c19ee755-2085-4f7d-95b2-15952d09ec76,0.7748709,Ability to read and comprehend technical documents,"Familiarity with databases (e.g. MySQL, PostgreSQL, MongoDB...)",0.5577452,0,49551,ability read comprehend technical document,familiarity database mysql postgresql mongodb
cv_99f6fd9613999a40a3f152331fea40f7.txt,56691e4b-c542-4eb9-9ffc-e7e9af083b4f,0.7942642,"Skilled in Python, Jupyter Notebook, SQL for data analysis and manipulation","At least 3 years of experience with Python, SQL, and data visualization/exploration tools.",0.668378,1,8794,skilled python jupyter notebook sql data analysis manipulation,least year experience python sql data visualization exploration tool
cv_0272d37425b3522c4c5f4a502fd57c81.txt,b3cf46e4-6cdc-4bd7-9078-8a27a425b5c0,0.77263284,"Experience in SQL using: MySQL, SQL Server",Skills in SQL and scripting languages,0.6403296,1,14527,experience sql using mysql sql server,skill sql scripting language
cv_2509efbd4fa0cdcf359bfb4c91d9bc75.txt,ebb5016b-c3e1-4111-ac1b-d3f1e6709757,0.80126643,"Proficient in modern state management solutions such as Provider, Riverpod, and Bloc, ensuring clean architecture and a scalable codebase","Có kinh nghiệm sử dụng các services của Firebase: Authentication, Crashlytics, Message, Tracking, Performance, Dynamic Link, AppLinks...",0.56625,0,44926,proficient modern state management solution provider riverpod bloc ensuring clean architecture scalable codebase,có kinh nghiệm sử dụng các service của firebase authentication crashlytics message tracking performance dynamic link applinks
cv_8d031dfa0147d3b6bb3537103bc16263.txt,5cc2adc5-3245-46a1-a199-d19330d44697,0.7862297,"Languague: Python (main), Java, C","Good english (fluent in english communication: speaking, listening)",0.551327,0,43432,languague python main java,good english fluent english communication speaking listening
cv_ae5b5cb31c862602e4d305d4cfbe0bd6.txt,b5b6945e-88d8-4530-9fe6-51a748170ca2,0.8134132,"Skilled in API communication using Retrofit and handling asynchronous operations with Thread, Coroutines, and Flow",Familiarity with automated testing and continuous integration.,0.5943203,0,3272,skilled api communication using retrofit handling asynchronous operation thread coroutines flow,familiarity automated testing continuous integration
cv_4f106ecc9fb592d3639dd8b4d231eab9.txt,321fe882-aab3-49ab-8083-03181a43a2fc,0.8168389,"Interacting with databases such as MongoDB, MySQL, PostgreSQL using ORMs like Mongoose and Sequelize","Knowledge of database management systems such as MongoDB, PostgreSQL, or MySQL.",0.72695464,1,20966,interacting database mongodb mysql postgresql using orms like mongoose sequelize,knowledge database management system mongodb postgresql mysql
cv_0637582f81d448b243a09a23b355016e.txt,03ae8043-a652-4bef-9f12-c03e15aa773e,0.84437215,"Highly motivated, open-minded, and adaptable","Strong logical thinking, problem-solving skills, and teamwork spirit.",0.7003658,0,15074,highly motivated open minded adaptable,strong logical thinking problem solving skill teamwork spirit
cv_4b501caf807dc66862172bab76f34882.txt,3873a72f-4168-458e-8b52-8e45cb6ab0c5,0.8036957,Developing applications and websites using Python,"Strong proficiency in Python and its frameworks (e.g., Django, Flask, FastAPI).",0.65804255,1,18463,developing application website using python,strong proficiency python framework django flask fastapi
cv_0376001118f10cfad156c9a91a96dcc9.txt,a34bcf81-9774-49d8-a968-6ee5d32a3ece,0.77415776,"Experienced with various Database Management Systems (DBMS): SQL Server, MySQL, Oracle","Advances SQL skills, understanding of relational databases, business data, and the ability to write complex SQL queries",0.6608615,1,944,experienced various database management system dbms sql server mysql oracle,advance sql skill understanding relational database business data ability write complex sql query
cv_c4a814cb4d58ad2189be9d6f3ae70eff.txt,690df3b1-0685-440c-9381-dc340a0b254e,0.81265974,"Experienced in Linux: Ubuntu, Vagrant, Centos7, Docker, K8s",Familiarity with container orchestration such as Kubernetes,0.60222346,1,41191,experienced linux ubuntu vagrant centos7 docker k8s,familiarity container orchestration kubernetes
cv_ccbc01c5dbd32a4d4b6f6f5a1dc1d194.txt,ec3784fe-5f86-4309-bc55-edb240275c2c,0.7642495,"I have knowledge and expertise in machine learning, statistic, and programming. Ultilize libraries and programming tools such as Python, SQL Server, TensorFlow","Bachelor s degree in IT, Computer Science, Data Science, or Business Analysis.",0.6150453,1,8012,knowledge expertise machine learning statistic programming ultilize library programming tool python sql server tensorflow,bachelor degree computer science data science business analysis
cv_4f106ecc9fb592d3639dd8b4d231eab9.txt,321fe882-aab3-49ab-8083-03181a43a2fc,0.8168389,"I have skills in working with popular database management systems such as MySQL, SQL Server, Oracle, and MongoDB. I am proficient in designing databases, writing complex queries, and optimizing performance. I also have experience working with the basic features of each database management system",Optimize applications for maximum speed and scalability.,0.5560403,1,21032,skill working popular database management system mysql sql server oracle mongodb proficient designing database writing complex query optimizing performance also experience working basic feature database management system,optimize application maximum speed scalability
cv_6357b72a66fb958e3eed7f9b6c25ad7f.txt,43a4c337-c07b-4771-af5d-a6e49c93c5b7,0.87110835,"Experience in database systems such as SQL server, MySQL, Oracle, Redis, kafka","Experience in using message systems: RabbitMQ, Kafka or any other equivalent;",0.65905225,0,7424,experience database system sql server mysql oracle redis kafka,experience using message system rabbitmq kafka equivalent
cv_d3ff0103dc12c51662a1dd21f7d4d29a.txt,f1cc23ac-6190-42d2-8973-fbb5ea7e7482,0.76147807,"Proficient in using data analyst tools as Excel and SQL to collect, analyze and visualize data, as well as","Demonstrate organizational, analytical, as well as presentation and related skills.",0.71587133,1,14331,proficient using data analyst tool excel sql collect analyze visualize data well,demonstrate organizational analytical well presentation related skill
cv_782f7645b77b51030f1b3744c01d1d20.txt,2e0498c2-82fd-4f18-8d04-58c28128f8cb,0.77671885,Basic knowledge of LLM models,Basic knowledge of,0.7327671,1,8268,basic knowledge llm model,basic knowledge
cv_257ef300577e9509722b22c7880302d9.txt,5cc40737-66f6-4a3b-b212-baf0b23d8ee3,0.78375643,Reading and understanding datasheets & schematics,Familiar with CMMI and/or A-SPICE working environments.,0.5992751,0,40813,reading understanding datasheets schematic,familiar cmmi spice working environment
cv_21ac66a4a7046e8f885a7fa85392916f.txt,58507ae8-f736-4a4d-b5b2-85e535fb0dd3,0.81219155,"Capable of analyzing requirements from PO/PM and breaking them down into smaller, manageable tasks for team members","Be proactive and responsible at work, able to work in a team",0.63246346,0,13943,capable analyzing requirement po pm breaking smaller manageable task team member,proactive responsible work able work team
cv_093d934e0ebd1a46a81b8aee74251516.txt,690df3b1-0685-440c-9381-dc340a0b254e,0.82360554,Proficient in reading and communication,Excellent problem-solving and communication skills.,0.75955415,1,42734,proficient reading communication,excellent problem solving communication skill
cv_4f106ecc9fb592d3639dd8b4d231eab9.txt,321fe882-aab3-49ab-8083-03181a43a2fc,0.8168389,Deploying applications in production environments and managing project configurations,"Design and implement low-latency, high-availability, and performant applications.",0.63915443,0,21003,deploying application production environment managing project configuration,design implement low latency high availability performant application
cv_8fd29a23b99bd7688d94e75fb32a2a4b.txt,cc97c5f6-5052-4490-8afa-388ec5efe58f,0.82439065,Fluent in all four skills. Capable of understanding and communicating well with foreigners,Excellent verbal and written communication skills in English;,0.7604027,1,45833,fluent four skill capable understanding communicating well foreigner,excellent verbal written communication skill english
cv_6e82613ff30d565905649e8f0be32de8.txt,0a5e35f5-d8ab-4aef-b39c-d00134eef989,0.7954756,Spring Framework: Utilizing Spring Framework for application development,Experience with Test-Driven Development (TDD).,0.5710927,0,38365,spring framework utilizing spring framework application development,experience test driven development tdd
cv_c11660134d35f7d96e4dadc8be6b9f27.txt,7e64cfd8-b406-49cc-b86c-10bddc97bd4b,0.8130004,Strong self-learning ability and continuously updating new knowledge,Ability to work independently and collaboratively in a fast-paced environment.,0.6982862,1,27829,strong self learning ability continuously updating new knowledge,ability work independently collaboratively fast paced environment
cv_bfd1059e6489915f5509c4482b5cd88a.txt,e636e617-0258-492f-b758-6f70928b1418,0.7722295,"Can prepare and conduct a technical presentation for team members or non-technical audiences, faliciating product demo to stakeholders, negocitation with PO and team members, and knowledge sharing/transfering","Excellent communication skills, with the ability to translate complex technical concepts into clear terms for stakeholders.",0.6749718,1,29297,prepare conduct technical presentation team member non technical audience faliciating product demo stakeholder negocitation po team member knowledge sharing transfering,excellent communication skill ability translate complex technical concept clear term stakeholder
cv_370917edd5b4efe55ae6d76ebc31dfac.txt,7bde6c2a-c9ad-4ef5-b9bf-e42cbc7dba70,0.84417224,"Proven ability to create and deploy high-performance Flutter applications across iOS and Android platforms, delivering optimized user interfaces and exceptional performance standards. Additionally experienced in React Native mobile development",Published mobile apps in Google Play or App Store or Firebase App Distribution is a plus.,0.58571845,1,19536,proven ability create deploy high performance flutter application across io android platform delivering optimized user interface exceptional performance standard additionally experienced react native mobile development,published mobile apps google play app store firebase app distribution plus
cv_91bcd108e5d8d4872973c8283da47bcd.txt,af7aa843-c32c-427d-a640-86ef496bfca3,0.7787165,"Proficient with Microsoft Office (Excel, Word, PowerPoint), Notion, AI, Trello, Airtable, Canva, CapCut, and basic Adobe tools","Proficient in English (listening, speaking, reading, and writing).",0.60405797,0,7327,proficient microsoft office excel word powerpoint notion artificial intelligence trello airtable canva capcut basic adobe tool,proficient english listening speaking reading writing
cv_118c506fde236e0033b8fae91c96f851.txt,21264014-484f-49f9-978f-588c671c79af,0.798019,"Experience in using GIT for source code management, particularly",Knowledge of cloud services like,0.56497407,0,17902,experience using git source code management particularly,knowledge cloud service like
