cv_id,jd_id,cv_jd_similarity,cv_skill,jd_requirement,skill_requirement_similarity,ai_prediction,__index_level_0__
cv_da20560fbb3127137a238090d4a57776.txt,a194fbbe-befe-4c61-9bca-4ce01b439aa4,0.8081688,"Good background in Algorithm Implementation, Object-Oriented Programming, Computer network, and databases",Strong knowledge of Programming algorithms and data structures,0.7464378,1,30673
cv_1cc2655649aed3258e262810c30f52e6.txt,83f8ea0a-b679-419d-a68b-0f7faafbe001,0.8218833,Spring Boot: Skilled in developing backend systems with MVC architecture and Spring Data JPA,Proficient in designing RESTful APIs and working with micro-services architecture.,0.6288111,1,10385
cv_618458947fce539dfbf347f1bf1b63e2.txt,7441145e-e9e0-4b7f-a429-cc0573bb27b5,0.81873024,Languages: Able to read and understand English documents,Ability to use,0.62974393,0,48749
cv_7f0ec00cc252d5cf0edf58dd239a138c.txt,2a3247f5-e75a-44cd-b24a-c8dc52062bef,0.7886572,Good communication and teamwork skills,Strong expertise in,0.6006508,0,31426
cv_eae019141f99131165fb585b571870b2.txt,c6910688-66c0-44e2-acaf-f632fbc77ae8,0.75664365,"Smart Contracts: Solidity, Anchor, Cairo, Tact, Move. Blockchain Development Tools: Hardhat, Foundry, OpenZeppelin, The Graph","web3.js, ethers.js, or similar blockchain libraries",0.66171014,1,2013
cv_ba2e5f03a73fc8c83198078b8a9224a8.txt,f1cc23ac-6190-42d2-8973-fbb5ea7e7482,0.79107976,"Knowledgeable in Agile/Scrum participated in projects as a liaison between stakeholders (PM, Developers, Testers)",in the same position or work experience in an analytics and systems development capacity.,0.6211615,1,53399
cv_da20560fbb3127137a238090d4a57776.txt,a194fbbe-befe-4c61-9bca-4ce01b439aa4,0.8081688,"Good background in Algorithm Implementation, Object-Oriented Programming, Computer network, and databases","Deep knowledge of the latest trends in software engineering best practices code reviews, code quality, CI/CD, monitoring, multi-threading, and memory management.",0.5623968,1,30675
cv_709ca06a14bf74c947ca55909745077d.txt,af7aa843-c32c-427d-a640-86ef496bfca3,0.7959003,Ability to work independently and in teams,Effective communication and teamwork abilities.,0.7649308,1,10890
cv_ed3969766b0dac09b930fe2c44bc6683.txt,c19ee755-2085-4f7d-95b2-15952d09ec76,0.79030824,Stay calm and focused under tight,Good at communication and teamwork skills,0.5556125,1,48617
cv_118c506fde236e0033b8fae91c96f851.txt,21264014-484f-49f9-978f-588c671c79af,0.798019,Linux/Ubuntu: Have experience using Linux and Ubuntu,"Solid experience with design patterns, developing from system architecture and design documentation.",0.64119834,0,17925
cv_0e912d08e3fa0075cc2c8e83477a83f6.txt,81221cb7-a0f5-4b53-8bc1-1fa47927dfd2,0.8383567,"Skilled in developing RESTful APIs using ASP.NET Core, with knowledge of HTTP methods, status codes, and JSON serialization","Solid understanding of HTML, CSS, JavaScript, and modern front-end frameworks (e.g., Angular, React) is a plus.",0.65456045,0,50462
cv_4f106ecc9fb592d3639dd8b4d231eab9.txt,321fe882-aab3-49ab-8083-03181a43a2fc,0.8168389,"Proficient in using Git for version control, branching, merging, and collaboration with other developers. Familiar with platforms like GitHub and Bitbucket",Collaborate with front-end developers and other team members to integrate user-facing elements with server-side logic.,0.55621743,0,21181
cv_4580198028696486f3a3e5928dc8ec7e.txt,ed4ac9ef-2045-41b7-8a1e-eea0c4229acc,0.7527384,"Spring Boot 3 and Spring Framework 6, Hibernate/JPA, ASP.NET","Java Core, JSP Servlet, Struts, Spring MVC, Spring Boot, ...",0.6431771,1,38979
cv_41652166fb426971ef9d3fa55e685183.txt,690df3b1-0685-440c-9381-dc340a0b254e,0.7676254,"Monitoring, scaling, rolling update and troubleshooting","Knowledge of version control systems, especially Git.",0.5997765,0,50860
cv_5895ffd685b9d5695f082d044722f28b.txt,c2d65ef0-f3e9-40ca-9721-c3f3f344e313,0.8368267,"Experienced with Git commands (clone, branch, commit, merge, rebase, stash)",Experienced in auto-build and auto-deployment.,0.6102772,1,19857
cv_a2d6715a0db36ae0fc970a35451f48cf.txt,99f4329b-2b66-4d54-8491-81f294582c88,0.81818885,Debugging Skills: Proficient in,CI/CD Tools: Proficiency in CI/CD tools (Jenkins/Harness) and Docker is highly beneficial.,0.5820017,0,40850
cv_87736634e82b30e0c82809ba7dca4582.txt,dd5df05d-2b9e-4606-a3fe-9affcfad82bd,0.77604926,Testing: Experience using Postman to test and debug RESTful APIs,"Kinh nghiệm tham gia hackathon, open-source project.",0.5659975,0,38897
cv_f349b43e021f68d617ca2631266c10e1.txt,31e715fb-f8a5-488e-8c08-0ea84fe95715,0.7572122,"Frameworks: NET CoreNET, ASP.NET MVC, ASP.NET Core Web API, Entity Framework, Microservices Architecture, Ocelot API Gateway, LINQ, Hangfire, SignalR","Công nghệ: Redux, NodeJS, Asynchronous, Non Blocking IO, BigData, Full-Text Search, Single Sign On, Database Partitioning, Multi Tenancy, Apache Kafka, Redis.",0.6385218,0,34048
cv_df5d256721ed7da7d23bb894e32c3b4e.txt,21264014-484f-49f9-978f-588c671c79af,0.8487126,"Familiar with Docker, Jenkins, Apache Camel, RabbitMQ, Kafka, JWT, and Apache POI. Be able to communicate directly with customers to get the requirement",Excellent development skills required. Solid mathematics skills required. Excellent communication skills required. Intermediate English skills required.,0.57305354,1,13315
cv_6f72ff0482d5ef3c032f0745eaae7ec0.txt,e5754343-b7e0-407b-bebe-67c93304af01,0.8086981,"Experienced with Git (GitHub, GitLab) for version control and collaborative development, and familiar with Jenkins for continuous integration and deployment workflows","4 6 years of professional experience in full stack development, with strong expertise in both backend (Java) and frontend (React.js) technologies.",0.66359437,1,42298
cv_2f2c1381ebe5d758392b2d462cafd15a.txt,af7aa843-c32c-427d-a640-86ef496bfca3,0.78821546,"Proficient in using Tableau and Python to work with data, including data visualization",Effective communication and teamwork abilities.,0.5942144,0,11679
cv_e31bc4e6f339b6870d079b0eae47e8c3.txt,1cb0b984-691a-412e-aa20-6d52999fd9d9,0.8137812,Knowledge of API,"Basic understanding of advanced JavaScript libraries and frameworks, such as jQuery or AngularJS or Bootstrap or KendoUI is a plus",0.59013253,0,11776
cv_b132831ab46d43d2c4c99a20cc034402.txt,95331dc6-82a1-4ed6-9644-0ee9903fe8cf,0.8221575,"Proficient in Java programming, especially for backend development in projects","Strong understanding of Java core backend, Multithreading (handling at least 1000-2000 concurrent transactions), Multi-processing, Hash table mechanisms, and file handling.",0.71215284,1,8422
cv_1d647b21e802374ee478527df0f8959d.txt,2e7c76dc-220c-49a0-893c-8e0291ee0bdc,0.78552765,"Experience as a Test Automation Engineer such as Selenium WebDriver, Cypress","3+ Years of experience in using automation frameworks using test automation tools such as Selenium, Selenium, Appium, TestNG, JUnit",0.71563935,1,12198
cv_113b2207d509347d90bc0b42f8c2ceae.txt,d5379c2e-f345-4505-accb-ea77ba91c566,0.8315363,"Key Strengths: Data Structures & Algorithms, Pattern Recognition, Optimization","Basic understanding of data analysis tools (e.g., Pandas, NumPy) and SQL for database queries.",0.5639778,1,8149
cv_1dedc9511180305dcfb47e213d3ad837.txt,b5b6945e-88d8-4530-9fe6-51a748170ca2,0.8718694,"Proficient in cross-platform mobile application development using the React Native framework, with nearly 8 years of hands-on experience",Proficiency in building mobile applications for both iOS and Android platforms.,0.70296425,1,24234
cv_47a04be4473c5272a5de06607d50a3aa.txt,690df3b1-0685-440c-9381-dc340a0b254e,0.8490193,Experience in containerizing applications using Docker,"Experience working in Linux environments, specifically Ubuntu or CentOS servers.",0.63727283,0,6644
cv_850a821dc26683f142e9330ccf6359bb.txt,8fad6a49-8b8d-4cc9-9416-d6652622c67c,0.8301245,7. Knowledge of Git,Experience in developing web applications.,0.5809505,1,14457
cv_106d6405b99283ee9367e1fd718a575b.txt,e31d3beb-2a0f-4a01-b2a3-841bb6f7eb70,0.8117692,Quick to learn and implement new tools that enhance productivity and streamline workflows,"An ability to prepare and interpret flowcharts, schedules and step-by-step action plans",0.5929297,0,53498
cv_118c506fde236e0033b8fae91c96f851.txt,21264014-484f-49f9-978f-588c671c79af,0.798019,Using and implementation Elasticsearch into Application,"inheritance, interfaces, exception handling, and design patterns.",0.5518074,0,17788
cv_62ec8e8c11270d7746ae229e028407da.txt,daed73ae-21ec-4b97-b7a6-6c32680536ff,0.8362802,"Skilled in leveraging Generative AI platforms (e.g Gemini, ChatGPT) for research, content creation, and workflow automation","Have experience working with distributed, micro-service system",0.58626163,0,4737
cv_e09dc45d98907f969b26d76bd5cce680.txt,7c1a5051-d7d0-4fff-903a-4c08d4954531,0.8040601,"Node.js, Express, NestJS, Microservices Architecture, Docker, Kubernetes","Thành thạo framework ReactJS, VueJS, Next.js, Node.js, FastAPI",0.55685973,1,51221
cv_113b2207d509347d90bc0b42f8c2ceae.txt,d5379c2e-f345-4505-accb-ea77ba91c566,0.8315363,"Research skill: Strong ability to read, analyze, and synthesize technical papers in computer vision and machine learning",A strong desire to learn and explore new technologies.,0.6027779,1,8144
cv_eb3b9ce605db53067e4e8715fd4442e1.txt,e5754343-b7e0-407b-bebe-67c93304af01,0.78265846,"Proficient in Fullstack Development, with expertise in","Proficiency in using version control systems such as Git (GitHub, Bitbucket) and collaborative development workflows (PRs, code reviews).",0.5936709,1,35983
cv_d17467a2888f1e13c54704cda912a9b4.txt,cc3db6e1-7c02-49d2-9a80-bf8044945a04,0.79436994,Japanese: Basic knowledge,Good English or Good Japanese,0.56645155,1,29581
cv_a6e857c5f0fc5cc94f61b4cdc1c9fadd.txt,26a4da6f-580a-4062-b8ea-4de0b3e0bc9b,0.77302104,Learning Skills: Quickly adapts to new knowledge and applies it practically,"Demonstrated problem-solving abilities, self-motivation, and capacity to work both independently and collaboratively.",0.56993425,1,45626
cv_61c94af283b90463aa41c17dd746606f.txt,eeb7d740-51b1-4d8d-83f1-8875d1d46f98,0.7722995,Managed and coordinated project teams,"Strong communication, negotiation, planning, and problem-solving skills.",0.57638025,1,45343
cv_4b501caf807dc66862172bab76f34882.txt,3873a72f-4168-458e-8b52-8e45cb6ab0c5,0.8036957,Developing applications and websites using Python,"Experience with version control systems (e.g., Git).",0.5758907,0,18465
cv_361333ef562b776ce97fe87d5e4aece3.txt,d5379c2e-f345-4505-accb-ea77ba91c566,0.7944276,"Analytical thinking, practical problem solving","Knowledge of fundamental concepts in machine learning, statistics, or mathematics.",0.58295906,0,52401
cv_3219b65ba8f7ec224d4f917cb3c165e8.txt,3ce8e545-f291-49e8-9e07-679f1bf56e69,0.7527019,Be proactive and calm to deal with urgent problems,"to learn new things, English is fluent.",0.5907477,0,21394
cv_22f66a7b51a130618cd0360801001619.txt,c746a6f7-a59d-44e6-8c83-d0e03cc361d6,0.8140539,Ability to read and communicate in basic Japanese,Strong analytical and logical thinking skills.,0.55979466,0,26972
cv_d8d34773594814f3cb3f1e458eb3b769.txt,690df3b1-0685-440c-9381-dc340a0b254e,0.814296,Familiar with working on an Agile Development team using Git and CI/CD pipeline tool,"Knowledge of version control systems, especially Git.",0.62981164,1,47180
cv_b690c450ae7f9a0e3fbb8a481c36a5cb.txt,d76b0270-419a-4af5-981e-2c483dd9d179,0.75136673,Have experience use Git and Postman,"Experience in SQL databases such as SQL Server, MySQL, PostgreSQL, etc.",0.56637746,0,51375
cv_14dff682ca24846de4589560cc1cd472.txt,6ac68d93-9274-475f-9afb-b2f0c3ecaf62,0.80794823,"Ngôn ngữ / Framework: C ASP.NET Core, Entity Framework","ASP.NET MVC, ASP.NET Core",0.7012045,1,25917
cv_816eff336c024f00228d865c97c88376.txt,a8789cbc-67e9-4b8c-8ce4-c4720353d026,0.78751886,Adaptability and Willingness to Learn,Your Skills and Experience:,0.57928485,1,25212
cv_87000c1379b26189e2294d77aed9b8f5.txt,c041c75d-2d50-469a-92e2-3dc888cb4103,0.7989942,"Frontend: HTML, CSS, JS, Angular 14, Kendo, Bootstrap, Materialize CSS","Frontend: ReactJS, TypeScript",0.6979406,1,22920
cv_febc24cf7c6996b812b62a83ec513829.txt,7e64cfd8-b406-49cc-b86c-10bddc97bd4b,0.8525729,Eager to learn new technologies and continuously improve skills,Excellent communication and teamwork abilities.,0.65638125,0,27395
cv_76fe4775a549c45691bdacca8d447771.txt,b9631f5a-4e84-4502-bd1f-5ed0040bc207,0.80175346,Utilized in all past and ongoing projects. Well-versed in advanced data types and their practical applications,", CI/CD pipelines, and containerization tools (e.g., Docker).",0.55096865,0,13043
cv_ae5b5cb31c862602e4d305d4cfbe0bd6.txt,b5b6945e-88d8-4530-9fe6-51a748170ca2,0.8134132,"Skilled in API communication using Retrofit and handling asynchronous operations with Thread, Coroutines, and Flow","Familiarity with mobile app development tools like Xcode, Android Studio, and React Native CLI.",0.55057716,0,3271
cv_118c506fde236e0033b8fae91c96f851.txt,21264014-484f-49f9-978f-588c671c79af,0.798019,Experience in setting up and implementing authentication systems using OAuth2,"Experience with other components of the Spring ecosystem (e.g. Spring Data, Spring Security, Spring Cloud, etc.).",0.6152842,0,17763
cv_71fdf85d2be14879e69d160fd3664f70.txt,82541f51-e269-4147-9e25-4f9b574db19c,0.75427234,BASIC UNDERSTANDING OF UNIT TESTING CONCEPTS AND TEST CASE STRUCTURING,"Experience with load testing, backend testing and performance testing",0.5822332,1,15959
cv_9718cd75ef149f540f3a5e273291dfd1.txt,1cb0b984-691a-412e-aa20-6d52999fd9d9,0.7914683,Highly skilled in working in a university environment to solve problems and make arguments,"University degree in Computer Science, Software Engineering or similar",0.6052815,0,52748
cv_5895ffd685b9d5695f082d044722f28b.txt,c2d65ef0-f3e9-40ca-9721-c3f3f344e313,0.8368267,"Experienced in integrating RESTful APIs and handling asynchronous operations using fetch, axios, and async/await","Experience with front end unit test frameworks such as jest, mocha.",0.6160924,0,19825
cv_dc8dcf414a82d40c06f777c4d676d929.txt,e31d3beb-2a0f-4a01-b2a3-841bb6f7eb70,0.80913824,"Proficient in using Git for version control, ensuring code is efficiently managed and collaborative","Solid organizational skills, including multitasking and time-management",0.59217834,0,22232
cv_c4a814cb4d58ad2189be9d6f3ae70eff.txt,690df3b1-0685-440c-9381-dc340a0b254e,0.81265974,"Experienced in Linux: Ubuntu, Vagrant, Centos7, Docker, K8s",Familiarity with cloud platforms such as AWS,0.5642575,1,41190
cv_36f70ba0c5071bc0fc8ce9a6100fbba3.txt,c19ee755-2085-4f7d-95b2-15952d09ec76,0.82563126,Development Methodologies: Agile (Scrum),Understand concepts of Agile/Scrum,0.7444296,1,16065
cv_113b2207d509347d90bc0b42f8c2ceae.txt,d5379c2e-f345-4505-accb-ea77ba91c566,0.8315363,"Key Strengths: Data Structures & Algorithms, Pattern Recognition, Optimization","Familiarity with machine learning frameworks such as TensorFlow, PyTorch, or scikit-learn.",0.6098044,1,8148
cv_1186bf439714d138ad0505c3f1118204.txt,3ab19875-51d3-4f0d-976f-a7d969bea3d7,0.78076506,"Have teamwork skills, and work under pressure",Skilled in developing test automation scripting in Java,0.5813251,0,33111
cv_6bbf4050b2e67bccedcbb799e452c8ef.txt,25a9ebc5-38c6-4871-bfc2-5459915f895d,0.82281274,Teamwork collaboration skills,Interest and skills writing maintainable and testable code in a shared code base.,0.6080234,0,42108
cv_e12fa829e092d7f8c902c677b353d5bc.txt,7441145e-e9e0-4b7f-a429-cc0573bb27b5,0.76288426,Good at self-study and research,Good knowledge of SQL,0.648218,0,20129
cv_8844699e19a6a427a6734a076146b60c.txt,806a6a9e-4666-4f79-9016-ee2cf622d0ab,0.80795586,Have a spirit of self-study and a desire to learn related knowledge and issues,Ability to work well autonomously and within a team in a fast-paced and deadline-oriented environment.,0.6246793,0,35393
cv_6c9f7a4d6b8a9cf80f3abe35f4869665.txt,c19ee755-2085-4f7d-95b2-15952d09ec76,0.7732246,English B1 - Communicate and write with moderate proficiency,Good at communication and teamwork skills,0.56875515,1,38768
cv_94142fe048bc8bb7286347196cc04f65.txt,e31d3beb-2a0f-4a01-b2a3-841bb6f7eb70,0.7906157,"Knowledge of performance, APIs",Ability to work on tight deadlines.,0.5936905,0,28507
cv_16aabb6c65437088931e448c73020f9e.txt,1cb0b984-691a-412e-aa20-6d52999fd9d9,0.7848904,"Libraries/Frameworks: React Native, React.js, ASP.NET Core","Good understanding of programming language such as C# or VB.NET, ASP.NET, MVC, NET Framework",0.6154119,1,6190
cv_808aea70c6fa5f7d9a7c6de855e7eaf9.txt,5e8bc0c1-f410-40ff-a89b-58a4e4303d08,0.7707582,"Backend: PHP Laravel, PHP Symfony, PHP CodeIgniter, Plain Node.js","PHP: Good programming skills with PHP, OOP, PostgreSQL, REST API",0.5918,1,5973
cv_759c3d5f7d1c5750435cf6f6b7fa8b90.txt,8eb2b445-581f-4e7e-9163-6d8c4bda4763,0.8519638,"Teamwork skill: Have skills in organizing, assigning work, knowing how to listen andcomplete work responsibly",Logical Thinking - Have good logical skills and can deal with numbers,0.6907921,0,53366
cv_cf80e7c47bb742bdcd59de13788b7753.txt,7441145e-e9e0-4b7f-a429-cc0573bb27b5,0.8403686,"Proficient in Git, Github, Chatgpt",Good knowledge of SQL,0.55197203,0,47243
cv_db2d69c84fc86dd0610fb420ed2a9f66.txt,d5379c2e-f345-4505-accb-ea77ba91c566,0.7867359,"Machine Learning: Supervised and Unsupervised Learning, Natural Language Processing","Knowledge of fundamental concepts in machine learning, statistics, or mathematics.",0.62660414,1,35485
cv_748e506b483081e256bdfa02399e1810.txt,e5754343-b7e0-407b-bebe-67c93304af01,0.7651499,"Proficient in object-oriented programming and backend development using the Spring ecosystem. Built RESTful APIs with Spring Boot, applied MVC architecture, and developed server-rendered views using JSP and Thymeleaf. Solid understanding of OOP principles, layered architecture, and database integration","Proficiency in using version control systems such as Git (GitHub, Bitbucket) and collaborative development workflows (PRs, code reviews).",0.61653066,0,2321
cv_64ad1eee944158ce7b7d4c25cbdc2ce6.txt,bc2334b9-05ee-474c-99c3-2fcf2467f7df,0.7789389,"Competent in organizing tasks, managing timelines, and coordinating teams effectively",Demonstrate a high attention-to-detail in the analysis and reporting of data,0.6219233,0,34164
cv_1149393d453e412f7bd45d219cdc3ead.txt,690df3b1-0685-440c-9381-dc340a0b254e,0.7956963,Self-learning and research abilities,Ability to work independently and as part of a team.,0.6358171,0,2546
cv_5895ffd685b9d5695f082d044722f28b.txt,c2d65ef0-f3e9-40ca-9721-c3f3f344e313,0.8368267,"Experienced with React Hooks such as useState, useEffect, useMemo and useCallback","Prior experience with popular ReactJS workflows (such as Redux thunk, Redux Saga, Redux Toolkit). All Reactjs hook as Usestate, useRef, useEffect, useMeMo, useCallback, useContext, useReducer, Memo application",0.7773152,1,19759
cv_1ec86be23766672f02929f92c5dee65c.txt,af7aa843-c32c-427d-a640-86ef496bfca3,0.75219977,Proficient in utilizing various Microsoft Office tools,"Proficient in English (listening, speaking, reading, and writing).",0.6442343,0,2443
cv_9aed979683447781cac70e985fc33435.txt,95331dc6-82a1-4ed6-9644-0ee9903fe8cf,0.7593255,"Basic knowledge of JSP and Servlets, including creating dynamic web pages and handling HTTP requests and responses. Familiar with building simple web applications using JSP for the presentation layer and Servlets for backend processing","Strong understanding of Java core backend, Multithreading (handling at least 1000-2000 concurrent transactions), Multi-processing, Hash table mechanisms, and file handling.",0.6415252,1,48029
cv_43c15f441d1f2af7f3e66ad94afdefc6.txt,564c8b29-6602-48b0-aca3-8bcb6487ae87,0.84817374,"Have a strong technical skills including: Deep Learning & Machine Learning, Data Processing, Computer Vision & NLP, Mathematics & Algorithms",Soft Skills Requirements,0.6088824,0,33414
cv_c4e8ac736156793c3fc0f8a629893f37.txt,e1339707-4af0-4e0f-96de-7e7dc60b0a01,0.78725886,"Business process analysis & optimization. Strong documentation skills: BRD, SRS, Use Case, Sequence Diagram, BPMN",Strong business analytical skill and logical mind. Be able to grasp the complex software system and learn quickly,0.7024827,1,48316
cv_71fdf85d2be14879e69d160fd3664f70.txt,82541f51-e269-4147-9e25-4f9b574db19c,0.75427234,GOOD TEAMWORK AND COMMUNICATION ABILITIES,Excellent sense of quality assessment and quality improvement,0.58579826,0,15972
cv_5a766a586db120044ee2fa302dfcbfdd.txt,707d9503-11f7-4389-9f41-1b3e4705c308,0.8116774,"Proficient in modern development tools such as Git, Docker, and CI/CD","NodeJS, RESTful API, NestJS, Java, ReactJS, and Python.",0.55084205,0,45522
cv_febc24cf7c6996b812b62a83ec513829.txt,7e64cfd8-b406-49cc-b86c-10bddc97bd4b,0.8525729,"Having experience on Java, C","At least 3 years of experience in software testing, focusing on mobile applications.",0.62602216,0,27334
cv_5895ffd685b9d5695f082d044722f28b.txt,c2d65ef0-f3e9-40ca-9721-c3f3f344e313,0.8368267,Able to write clear and meaningful commit messages to maintain project history,Experienced in auto-build and auto-deployment.,0.56418574,0,19874
cv_901b857bfc1d19e74268e0c2300c76f4.txt,690df3b1-0685-440c-9381-dc340a0b254e,0.77216434,"Làm việc với Docker, K8s, CI/CD, window server 2019, ubuntu",Familiarity with container orchestration such as Kubernetes,0.5508197,1,13606
cv_36f70ba0c5071bc0fc8ce9a6100fbba3.txt,c19ee755-2085-4f7d-95b2-15952d09ec76,0.82563126,"Additional skills: NodeJS (ExpressJS), MongoDB, MySQL, REST API, ORM, JWT, Oauth","Familiarity with one or multiple back-endframeworks (e.g. SpringEcosystem, Laravel, Nest.js...) is an advantage",0.64489037,1,16062
cv_816eff336c024f00228d865c97c88376.txt,a8789cbc-67e9-4b8c-8ce4-c4720353d026,0.78751886,C# programming with Unity game engine,"Knowledge of Unity services like Multiplayer, Ads, Analytics, etc.",0.5982624,1,25209
cv_22a17bb2eb02decb21f3ed589eb39bb6.txt,7584b0ec-8642-4e75-9afc-825ab6d4df22,0.83989036,"Experienced with Oracle and PostgreSQL, skilled in query optimization, indexing, partitioning, transaction management, and data integrity",Experience working with,0.6325808,1,5888
cv_9611d21b88b4c4eaa1545e658af37a50.txt,7441145e-e9e0-4b7f-a429-cc0573bb27b5,0.81975055,"Basic English, can read and write documents",Ability to use,0.5989312,0,52170
cv_cf734d36680f6b543e9898e3751958a2.txt,af7aa843-c32c-427d-a640-86ef496bfca3,0.80899155,Good ability to use standard written communication,"Strong logical thinking skills, enabling quick understanding of client requirements and technical solutions.",0.64835846,0,27642
cv_1149393d453e412f7bd45d219cdc3ead.txt,690df3b1-0685-440c-9381-dc340a0b254e,0.7956963,Teamwork and collaboration,Excellent problem-solving and communication skills.,0.6842063,1,2552
cv_746b1b54d0cea59e1cd1bea9f96fe0de.txt,ed4ac9ef-2045-41b7-8a1e-eea0c4229acc,0.7758069,"Spring Boot, .NET, Angular, React, JQuery, Zkoss","Java Core, JSP Servlet, Struts, Spring MVC, Spring Boot, ...",0.63980925,1,10697
cv_bb682d30f38e531e4f4c95b95f113bdc.txt,48c64f37-4ce4-4c30-8fc8-4dd0591da8e8,0.8068368,"Solid understanding of software testing principles and processes (Software Testing Life Cycle, testing levels and types)","Strong understanding of API testing using Postman, RestAssured, or similar tools.",0.6006738,1,42597
cv_b700100a9bdd8c967d11d6f6e68135a9.txt,f7917bee-332a-49b7-a418-e07bc4325d99,0.79315674,"Docker (Basic knowledge), Redis, Swagger, APIDog, Git, GitLab, Apache POI, Google Drive API","Experience in designing and developing RESTful API, Web socket.",0.57074267,0,48378
cv_a6e857c5f0fc5cc94f61b4cdc1c9fadd.txt,26a4da6f-580a-4062-b8ea-4de0b3e0bc9b,0.77302104,Independent Work Skills: Capable of self- learning and problem-solving independently,"Bachelor s degree in Computer Science, Software Engineering, or a related discipline, or equivalent professional experience.",0.5519579,0,45616
cv_febc24cf7c6996b812b62a83ec513829.txt,7e64cfd8-b406-49cc-b86c-10bddc97bd4b,0.8525729,"Good time management skills, with the ability to prioritize tasks and manage time effectively to meet project deadlines",Ability to analyze logs and system behaviors to assist in debugging issues.,0.587901,0,27405
cv_4f106ecc9fb592d3639dd8b4d231eab9.txt,321fe882-aab3-49ab-8083-03181a43a2fc,0.8168389,Utilizing JavaScript to develop backend applications. Understanding and using the Express.js framework to build web applications,"Experience with WebSockets, Socket.io, and real-time applications.",0.5688169,0,20946
cv_16573bebb24174e9e448c89a0aa6cff4.txt,af7aa843-c32c-427d-a640-86ef496bfca3,0.8130252,Knowledge and understanding of Agile methodology,Effective communication and teamwork abilities.,0.6357604,1,46620
cv_df5d256721ed7da7d23bb894e32c3b4e.txt,21264014-484f-49f9-978f-588c671c79af,0.8487126,Proven experience in designing and implementing RESTful APIs,Solid Experience with,0.6029445,1,13368
cv_0909595e2ba45a5f88e953d31dbf1b3f.txt,707d9503-11f7-4389-9f41-1b3e4705c308,0.80437434,Clear and effective communication and presentation skills,Eagerness to learn and adapt to new technologies.,0.5741728,0,9427
cv_db2d69c84fc86dd0610fb420ed2a9f66.txt,d5379c2e-f345-4505-accb-ea77ba91c566,0.7867359,Quickly learn new technologies and adapt to challenges,"Have basic knowledge in NLP, GenAI, LLM.",0.5582015,1,35527
cv_2215beb0e3d7c209878f22faadf1c2a0.txt,e31d3beb-2a0f-4a01-b2a3-841bb6f7eb70,0.7506308,Can translate and visualise data or information in a way that people easily understand and digest,"An ability to prepare and interpret flowcharts, schedules and step-by-step action plans",0.6482271,0,91
cv_0376001118f10cfad156c9a91a96dcc9.txt,a34bcf81-9774-49d8-a968-6ee5d32a3ece,0.77415776,"Strong knowledge of databases: Data Model - ERD Designing tables, Stored Procedures, Functions, Triggers, and query tuning, Transaction, Dealock, Lock","Analytic skills, including mining, evaluation analysis, and visualization",0.57494384,0,942
cv_e5389fbc490f1b36c464bc4f39a43df0.txt,7441145e-e9e0-4b7f-a429-cc0573bb27b5,0.85960484,"Skilled in creating responsive, user-friendly web interfaces",", contributing to group projects with an understanding of Git workflows",0.5961124,0,37896
cv_08f1fb9d1eb37afe021c767eba42b9ab.txt,eeb7d740-51b1-4d8d-83f1-8875d1d46f98,0.845299,"Communication, negotiation, and team-work skills",Strong skills and knowledge in software project management.,0.6094087,1,22271
cv_b5eb44a51b399a54dd0b82cd44b4bb57.txt,cc97c5f6-5052-4490-8afa-388ec5efe58f,0.7971933,Communication and Collaboration,Ability to work independently and in teamwork;,0.5685215,1,43980
cv_816eff336c024f00228d865c97c88376.txt,a8789cbc-67e9-4b8c-8ce4-c4720353d026,0.78751886,Adaptability and Willingness to Learn,Experience in performance profiling and optimizing Unity applications on devices is a plus.,0.5559962,1,25213
cv_b3b474089468dff10f0b62dc0d09b41b.txt,d5379c2e-f345-4505-accb-ea77ba91c566,0.7567901,"Programming Languages: Python , R, SQL","Basic understanding of data analysis tools (e.g., Pandas, NumPy) and SQL for database queries.",0.59981936,1,13665
cv_1ec86be23766672f02929f92c5dee65c.txt,af7aa843-c32c-427d-a640-86ef496bfca3,0.75219977,TOEIC Score: 800 Basic communication skills in,Effective communication and teamwork abilities.,0.62672526,1,2439
cv_4724177e395098b3792d585a5cb8d4ec.txt,c2d65ef0-f3e9-40ca-9721-c3f3f344e313,0.81328636,Business Analysis: Experience in gathering and converting business requirements into technical features,"Experience working with Web API, Web Services REST, SOAP, XML and related data exchange technologies.",0.5518502,0,21490
cv_6197e58094578ecebea5bf1ba073685b.txt,e31d3beb-2a0f-4a01-b2a3-841bb6f7eb70,0.8054532,"Collaborates effectively with team members, contributes to discussions, and works towards common goals while respecting diverse opinions",Ability to work on tight deadlines.,0.65696156,0,32449
cv_6c9f7a4d6b8a9cf80f3abe35f4869665.txt,c19ee755-2085-4f7d-95b2-15952d09ec76,0.7732246,"Problem-solving, logical thinking, quick learner, effective teamwork, ability to work under pressure","Familiarity with one or more JavaScript frameworks (e.g. Angular,Vue2/3, React,...) is an advantage",0.55773443,0,38766
cv_cd9d77024787f753bf607150ec7ef78b.txt,8dcd6318-0bc0-4fdf-b2d6-f74ca60c6332,0.76758033,Knowledgeable in collecting and analyzing data using statistical software such as Python,"Experience with data visualization tools such as Tableau, Power BI, or Google Data Studio.",0.58028054,0,641
